Stempelnummer;found;rating;stamptime
12;true;2.0;0
13;true;0.0;0
86;true;0.0;0
110;true;0.0;0
116;true;0.0;0
117;true;0.0;0
118;true;0.0;0
122;true;0.0;0
131;true;0.0;0
148;true;3.0;1288216800000
153;true;0.0;0
156;true;0.0;0
170;true;0.0;0
